national_number,version,description
0075,LeafGreen,Rolls down slopes to move. It rolls over any obstacle without slowing or changing its direction.
0075,Emerald,"They descend from mountains by tumbling down steep slopes. They are so brutal, they smash aside obstructing trees and massive boulders with thunderous tackles."
0075,Diamond,GRAVELER make their homes on sheer cliff faces by gouging out numerous horizontal holes.
0075,Pearl,"It tumbles down slopes, heedless of any body parts chipping off. It eats a ton of rocks daily."
0075,Platinum,"It rolls on mountain paths to move. Once it builds momentum, no Pokémon can stop it without difficulty."
0075,HeartGold,"With a free and uncaring nature, it doesn’t mind if pieces break off while it rolls down mountains."
0075,SoulSilver,"A slow walker, it rolls to move. It pays no attention to any object that happens to be in its path."
0075,Black / White / Black 2 / White 2,"It rolls on mountain paths to move. Once it builds momentum, no Pokémon can stop it without difficulty."
0075,X,"With a free and uncaring nature, it doesn’t mind if pieces break off while it rolls down mountains."
0075,Y,Rolls down slopes to move. It rolls over any obstacle without slowing or changing its direction.
0075,Omega Ruby,"Graveler grows by feeding on rocks. Apparently, it prefers to eat rocks that are covered in moss. This Pokémon eats its way through a ton of rocks on a daily basis."
0075,Alpha Sapphire,"Rocks are Graveler’s favorite food. This Pokémon will climb a mountain from the base to the summit, crunchingly feasting on rocks all the while. Upon reaching the peak, it rolls back down to the bottom."
0075,Sun,Mossy rocks are its favorite food. It can devour a ton a day while crunching loudly.
0075,Moon,"This slow-footed Pokémon moves by curling up and rolling instead of walking. With enough momentum, its speed can exceed 60 mph."
0075,Ultra Sun,"It climbs up cliffs as it heads toward the peak of a mountain. As soon as it reaches the summit, it rolls back down the way it came."
0075,Ultra Moon,"It travels by rolling down cliffs. If it falls into a river, it will explode with its last gasp."
0075,Let's Go Pikachu / Let's Go Eevee,"Often seen rolling down mountain trails. Obstacles are just things to roll straight over, not avoid."
0075,Brilliant Diamond,Graveler make their homes on sheer cliff faces that have numerous holes in them.
0075,Shining Pearl,"It tumbles down slopes, heedless of any body parts chipping off. It eats a ton of rocks daily."
0075,Legends: Arceus,"Dwells in holes dug into sheer walls of stone. It enjoys rolling down slopes as though it were a boulder during a rockfall, so keep an eye upward while traversing mountain roads."
0076,Red / Blue,Its boulder-like body is extremely hard. It can easily withstand dynamite blasts without damage.
0076,Yellow,"Once it sheds its skin, its body turns tender and whitish. Its hide hardens when it’s exposed to air."
0076,Gold,It sheds its skin once a year. The discarded shell immediately hardens and crumbles away.
0076,Silver,It is capable of blowing itself up. It uses this explosive force to jump from mountain to mountain.
0076,Crystal,"Its rock-like body is so durable, even high-powered dynamite blasts fail to scratch its rugged hide."
0076,Ruby,"GOLEM live up on mountains. If there is a large earthquake, these POKéMON will come rolling down off the mountains en masse to the foothills below."
0076,Sapphire,"GOLEM is known for rolling down from mountains. To prevent them from rolling into the homes of people downhill, grooves have been dug into the sides of mountains to serve as guideways for diverting this POKéMON’s course."
0076,FireRed,It is enclosed in a hard shell that is as rugged as slabs of rock. It sheds skin once a year to grow larger.
0076,LeafGreen,Its boulder-like body is extremely hard. It can easily withstand dynamite blasts without taking damage.
0076,Emerald,"It is said to live in volcanic craters on mountain peaks. Once a year, it sheds its hide and grows larger. The shed hide crumbles and returns to the soil."
0076,Diamond,"It sheds its hide once a year. Its boulderlike body is so tough, even dynamite can’t harm it."
0076,Pearl,"It tumbles down mountains, leaving grooves from peak to base. Stay clear of these grooves."
0076,Platinum,"Even dynamite can’t harm its hard, boulderlike body. It sheds its hide just once a year."
0076,HeartGold,It sheds its skin once a year. The discarded shell immediately hardens and crumbles away.
0076,SoulSilver,It is capable of blowing itself up. It uses this explosive force to jump from mountain to mountain.
0076,Black / White,"Even dynamite can’t harm its hard, boulderlike body. It sheds its hide just once a year."
0076,Black 2 / White 2,"Even dynamite can’t harm its hard, boulder-like body. It sheds its hide just once a year."
0076,X,"It tumbles down mountains, leaving grooves from peak to base. Stay clear of these grooves."
0076,Y,"Even dynamite can’t harm its hard, boulder-like body. It sheds its hide just once a year."
0076,Omega Ruby,"Golem live up on mountains. If there is a large earthquake, these Pokémon will come rolling down off the mountains en masse to the foothills below."
0076,Alpha Sapphire,"Golem is known for rolling down from mountains. To prevent them from rolling into the homes of people downhill, grooves have been dug into the sides of mountains to serve as guideways for diverting this Pokémon’s course."
0076,Sun,"Its body can survive dynamite blasts without a single scratch, but it hates rain and humidity."
0076,Moon,"Once a year, this Pokémon molts, and its shed shell returns to the soil. This process creates enriched soil, so farmers collect the shells."
0076,Ultra Sun,"When Golem grow old, they stop shedding their shells. Those that have lived a long, long time have shells green with moss."
0076,Ultra Moon,It detonates its own body. The power from that explosion can propel it up steep mountain paths with amazing speed.
0076,Let's Go Pikachu / Let's Go Eevee,"Once it sheds its skin, its body turns tender and whitish. Its hide hardens when it’s exposed to air."
0076,Brilliant Diamond,"It sheds its hide once a year. Its boulder-like body is so tough, even dynamite can’t harm it."
0076,Shining Pearl,"It tumbles down mountains, leaving grooves from peak to base. Stay clear of these grooves."
0076,Legends: Arceus,"The rocklike shell is shed each year. The cast-off shell then crumbles, reverting to a mass of soil, which can be spread across fields to promote crop growth."
0077,Red / Blue,Its hooves are 10 times harder than diamonds. It can trample anything completely flat in little time.
0077,Yellow,Capable of jumping incredibly high. Its hooves and sturdy legs absorb the impact of a hard landing.
0077,Gold,It is a weak runner immediately after birth. It gradually becomes faster by chasing after its parents.
0077,Silver,"Its hind legs, which have harder-than-diamond hooves, kick back at any presence it senses behind it."
0077,Crystal,Training by jumping over grass that grows longer every day has made it a world-class jumper.
0077,Ruby / Sapphire,PONYTA is very weak at birth. It can barely stand up. This POKéMON becomes stronger by stumbling and falling to keep up with its parent.
0077,FireRed,"Its body is light, and its legs are incredibly powerful. It can clear Ayers Rock in one leap."
0077,LeafGreen,Its hooves are ten times harder than diamond. It can trample anything completely flat in little time.
0077,Emerald,A PONYTA is very weak at birth. It can barely stand up. Its legs become stronger as it stumbles and falls while trying to keep up with its parent.
0077,Diamond,"About an hour after birth, its fiery mane and tail grow out, giving it an impressive appearance."
0077,Pearl,Its legs grow strong while it chases after its parent. It runs in fields and mountains all day.
0077,Platinum,"As a newborn, it can barely stand. However, through galloping, its legs are made tougher and faster."
0077,HeartGold,It is a weak runner immediately after birth. It gradually becomes faster by chasing after its parents.
0077,SoulSilver,"Its hind legs, which have hooves that are harder than diamond, kick back at any presence it senses behind it."
0077,Black / White / Black 2 / White 2,"As a newborn, it can barely stand. However, through galloping, its legs are made tougher and faster."
0077,X,"As a newborn, it can barely stand. However, through galloping, its legs are made tougher and faster."
0077,Y,Its legs grow strong while it chases after its parent. It runs in fields and mountains all day.
0077,Omega Ruby / Alpha Sapphire,Ponyta is very weak at birth. It can barely stand up. This Pokémon becomes stronger by stumbling and falling to keep up with its parent.
0077,Let's Go Pikachu / Let's Go Eevee,Capable of jumping incredibly high. Its hooves and sturdy legs absorb the impact of a hard landing.
0077,Sword,"It can’t run properly when it’s newly born. As it races around with others of its kind, its legs grow stronger."
0077,Shield,"If you’ve been accepted by Ponyta, its burning mane is mysteriously no longer hot to the touch."
0077,Brilliant Diamond,"About an hour after birth, Ponyta’s fiery mane and tail grow out, giving the Pokémon an impressive appearance."
0077,Shining Pearl,Its legs grow strong while it chases after its parents. It runs all day in fields and on mountains.
0077,Legends: Arceus,"These Pokémon live in herds out in the grassland. Newborn foals lack their fiery manes, which will develop about an hour after birth."
0078,Red / Blue,"Very competitive, this POKéMON will chase anything that moves fast in the hopes of racing it."
0078,Yellow,"Just loves to run. If it sees something faster than itself, it will give chase at top speed."
0078,Gold,"At full gallop, its four hooves barely touch the ground because it moves so incredibly fast."
0078,Silver,"With incredible acceleration, it reaches its top speed of 150 mph after running just ten steps."
0078,Crystal,"It just loves to gallop. The faster it goes, the longer the swaying flames of its mane will become."
0078,Ruby / Sapphire,"RAPIDASH usually can be seen casually cantering in the fields and plains. However, when this POKéMON turns serious, its fiery manes flare and blaze as it gallops its way up to 150 mph."
0078,FireRed,It can gallop at a top speed of 150 miles per hour. It can race as fast as a bullet train while ablaze.
0078,LeafGreen,"Very competitive, this POKéMON will chase anything that moves fast in the hopes of racing it."
0078,Emerald,"It usually canters casually in the fields and plains. But once a RAPIDASH turns serious, its fiery manes flare and blaze as it gallops its way up to 150 mph."
0078,Diamond,"It gallops at nearly 150 mph. With its mane blazing ferociously, it races as if it were an arrow."
0078,Pearl,"It has astounding acceleration. From a standstill, it can reach top speed within 10 steps."
0078,Platinum,"When at an all-out gallop, its blazing mane sparkles, enhancing its beautiful appearance."
0078,HeartGold,"At full gallop, its four hooves barely touch the ground because it moves so incredibly fast."
0078,SoulSilver,"With incredible acceleration, it reaches its top speed of 150 mph after running just 10 steps."
0078,Black / White / Black 2 / White 2,"When at an all-out gallop, its blazing mane sparkles, enhancing its beautiful appearance."
0078,X,"Very competitive, this Pokémon will chase anything that moves fast in the hopes of racing it."
0078,Y,"It gallops at nearly 150 mph. With its mane blazing ferociously, it races as if it were an arrow."
0078,Omega Ruby / Alpha Sapphire,"Rapidash usually can be seen casually cantering in the fields and plains. However, when this Pokémon turns serious, its fiery manes flare and blaze as it gallops its way up to 150 mph."
0078,Let's Go Pikachu / Let's Go Eevee,"Just loves to run. If it sees something faster than itself, it will give chase at top speed."
0078,Sword,"This Pokémon can be seen galloping through fields at speeds of up to 150 mph, its fiery mane fluttering in the wind."
0078,Shield,"The fastest runner becomes the leader, and it decides the herd’s pace and direction of travel."
0078,Brilliant Diamond,"It gallops at nearly 150 mph. With its mane blazing ferociously, it races as if it were an arrow."
0078,Shining Pearl,"It has astounding acceleration. From a standstill, it can reach top speed within 10 steps."
0078,Legends: Arceus,"Fiery mane aglow, Rapidash darts like an arrow across the land. This prodigiously swift creature can traverse the vast region of Hisui in a day and a half."
0079,Red / Blue,Incredibly slow and dopey. It takes 5 seconds for it to feel pain when under attack.
0079,Yellow,Incredibly slow and sluggish. It is quite content to loll about without worrying about the time.
0079,Gold,"It lazes vacantly near water. If something bites its tail, it won’t even notice for a whole day."
0079,Silver,"A sweet sap leaks from its tail’s tip. Although not nutritious, the tail is pleasant to chew on."
0079,Crystal,"It is always so absent-minded that it won’t react, even if its flavorful tail is bitten."
0079,Ruby / Sapphire,"SLOWPOKE uses its tail to catch prey by dipping it in water at the side of a river. However, this POKéMON often forgets what it’s doing and often spends entire days just loafing at water’s edge."
0079,FireRed,"It is always vacantly lost in thought, but no one knows what it is thinking about. It is good at fishing with its tail."
0079,LeafGreen,Incredibly slow and dopey. It takes five seconds for it to feel pain when under attack.
0079,Emerald,It catches prey by dipping its tail in water at the side of a river. But it often forgets what it is doing and spends entire days just loafing at water’s edge.
0079,Diamond / Pearl / Platinum,"Although slow, it is skilled at fishing with its tail. It does not feel pain if its tail is bitten."
0079,HeartGold,"It lazes vacantly near water. If something bites its tail, it won’t even notice for a whole day."
0079,SoulSilver,"A sweet sap leaks from its tail’s tip. Although not nutritious, the tail is pleasant to chew on."
0079,Black / White / Black 2 / White 2,"Although slow, it is skilled at fishing with its tail. It does not feel pain if its tail is bitten."
0079,X,"It is always vacantly lost in thought, but no one knows what it is thinking about. It is good at fishing with its tail."
0079,Y,"It lazes vacantly near water. If something bites its tail, it won’t even notice for a whole day."
0079,Omega Ruby / Alpha Sapphire,"Slowpoke uses its tail to catch prey by dipping it in water at the side of a river. However, this Pokémon often forgets what it’s doing and often spends entire days just loafing at water’s edge."
0079,Sun,"Its long tail often breaks off. It doesn’t really feel any pain, though, and the tail grows back, so Slowpoke isn’t particularly bothered."
0079,Moon,Alolan home cooking involves drying Slowpoke tails and then simmering them into a salty stew.
0079,Ultra Sun,"There are some places where Slowpoke is worshiped because of a long-standing belief that whenever Slowpoke yawns, it rains."
0079,Ultra Moon,"Although their tails, which fall off naturally, can easily be found lying around, they’re a precious ingredient for cooking."
0079,Let's Go Pikachu / Let's Go Eevee,Incredibly slow and sluggish. It is quite content to loll about without worrying about the time.
0079,Sword,"Slow-witted and oblivious, this Pokémon won’t feel any pain if its tail gets eaten. It won’t notice when its tail grows back, either."
0079,Shield,"When this Pokémon’s tail is soaked in water, sweetness seeps from it. Slowpoke uses this trait to lure in and fish up other Pokémon."
0079,Brilliant Diamond / Shining Pearl,"Although slow, it is skilled at fishing with its tail. It does not feel pain if its tail is bitten."
0079,Scarlet,It is incredibly slow and dopey. It takes five seconds for it to feel pain when under attack.
0079,Violet,"It is always vacantly lost in thought, but no one knows what it is thinking about. It is good at fishing with its tail."
0080,Red / Blue,The SHELLDER that is latched onto SLOWPOKE’s tail is said to feed on the host’s left over scraps.
0080,Yellow,"Lives lazily by the sea. If the SHELLDER on its tail comes off, it becomes a SLOWPOKE again."
0080,Gold,"If the tail-biting SHELLDER is thrown off in a harsh battle, it reverts to being an ordinary SLOWPOKE."
0080,Silver,"Naturally dull to begin with, it lost its ability to feel pain due to SHELLDER’s seeping poison."
0080,Crystal,An attached SHELLDER won’t let go because of the tasty flavor that oozes out of its tail.
0080,Ruby / Sapphire,"SLOWBRO’s tail has a SHELLDER firmly attached with a bite. As a result, the tail can’t be used for fishing anymore. This causes SLOWBRO to grudgingly swim and catch prey instead."
0080,FireRed,"When a SLOWPOKE went hunting in the sea, its tail was bitten by a SHELLDER. That made it evolve into SLOWBRO."
0080,LeafGreen,The SHELLDER that latches onto SLOWPOKE’s tail is said to feed on the host’s leftover scraps.
0080,Emerald,"Its tail has a SHELLDER firmly attached with a bite. As a result, the tail can’t be used for fishing anymore. This forces it to reluctantly swim and catch prey."
0080,Diamond / Pearl / Platinum,"Though usually dim witted, it seems to become inspired if the SHELLDER on its tail bites down."
0080,HeartGold,"If the tail-biting SHELLDER is thrown off in a harsh battle, it reverts to being an ordinary SLOWPOKE."
0080,SoulSilver,"Naturally dull to begin with, it lost its ability to feel pain due to SHELLDER’s seeping poison."
0080,Black / White / Black 2 / White 2,"Though usually dim witted, it seems to become inspired if the Shellder on its tail bites down."
0080,X,An attached Shellder won’t let go because of the tasty flavor that oozes out of its tail.
0080,Y,"When a Slowpoke went hunting in the sea, its tail was bitten by a Shellder. That made it evolve into Slowbro."
0080,Omega Ruby / Alpha Sapphire,"Slowbro’s tail has a Shellder firmly attached with a bite. As a result, the tail can’t be used for fishing anymore. This causes Slowbro to grudgingly swim and catch prey instead."
0080,Sun,"It spaces out while gazing at the sea. With Shellder’s poison flowing through its body, it becomes even spacier."
0080,Moon,"Whenever Shellder bites down hard on its tail, it gives Slowbro a flash of inspiration...which it forgets a moment later."
0080,Ultra Sun,"Spacing out is basically all it does. It turns back into Slowpoke if its tail, along with Shellder, breaks off."
0080,Ultra Moon,"Shellder, in its greed to suck out more and more sweetness from Slowbro’s tail, has metamorphosed into a spiral-shaped shell."
0080,Let's Go Pikachu / Let's Go Eevee,"Lives lazily by the sea. If the Shellder on its tail comes off, it becomes a Slowpoke again."
0080,Sword,Slowpoke became Slowbro when a Shellder bit on to its tail. Sweet flavors seeping from the tail make the Shellder feel as if its life is a dream.
0080,Shield,"Being bitten by a Shellder shocked this Pokémon into standing on two legs. If the Shellder lets go, it seems Slowbro will turn back into a Slowpoke."
0080,Brilliant Diamond / Shining Pearl,"Though usually dim-witted, it seems to become inspired if the Shellder on its tail bites down."
0080,Scarlet,"When a Slowpoke went hunting in the sea, its tail was bitten by a Shellder. That made it evolve into Slowbro."
0080,Violet,"If the tail-biting Shellder is thrown off in a harsh battle, this Pokémon reverts to being an ordinary Slowpoke."
0081,Red / Blue,Uses anti-gravity to stay suspended. Appears without warning and uses THUNDER WAVE and similar moves.
0081,Yellow,It is born with the ability to defy gravity. It floats in air on powerful electromagnetic waves.
0081,Gold,It is attracted by electromagnetic waves. It may approach trainers if they are using their POKéGEAR.
0081,Silver,The units at the sides of its body generate antigravity energy to keep it aloft in the air.
0081,Crystal,The electricity emitted by the units on each side of its body cause it to become a strong magnet.
0081,Ruby,"MAGNEMITE attaches itself to power lines to feed on electricity. If your house has a power outage, check your circuit breakers. You may find a large number of this POKéMON clinging to the breaker box."
0081,Sapphire,MAGNEMITE floats in the air by emitting electromagnetic waves from the units at its sides. These waves block gravity. This POKéMON becomes incapable of flight if its internal electrical supply is depleted.
0081,FireRed,It moves while constantly hovering. It discharges THUNDER WAVE and so on from the units at its sides.
0081,LeafGreen,Uses antigravity to stay suspended. Appears without warning and uses THUNDER WAVE and similar moves.
0081,Emerald,The units at its sides are extremely powerful magnets. They generate enough magnetism to draw in iron objects from over 300 feet away.
0081,Diamond / Pearl,The units at its sides generate electromagnetic waves that keep it airborne. It feeds on electricity.
0081,Platinum,"The faster the units at its sides rotate, the greater the magnetic force they generate."
0081,HeartGold,It is attracted by electromagnetic waves. It may approach Trainers if they are using their Pokégear.
0081,SoulSilver,The units at the sides of its body generate antigravity energy to keep it aloft in the air.
0081,Black / White,"The faster the units at its sides rotate, the greater the magnetic force they generate."
0081,Black 2 / White 2,"The electromagnetic waves emitted by the units at the sides of its head expel antigravity, which allows it to float."
0081,X,The units at the sides of its body generate antigravity energy to keep it aloft in the air.
0081,Y,It moves while constantly hovering. It discharges Thunder Wave and so on from the units at its sides.
0081,Omega Ruby,"Magnemite attaches itself to power lines to feed on electricity. If your house has a power outage, check your circuit breakers. You may find a large number of this Pokémon clinging to the breaker box."
0081,Alpha Sapphire,Magnemite floats in the air by emitting electromagnetic waves from the units at its sides. These waves block gravity. This Pokémon becomes incapable of flight if its internal electrical supply is depleted.
0081,Sun,They gather in places where electricity is available. They can be found clinging to the steel towers used to support power lines.
0081,Moon,"It sends out electromagnetic waves, which let it float through the air. Touching it while it’s eating electricity will give you a full-body shock."
0081,Ultra Sun,"It’s frequently the cause of power outages, which is why some power plants send out electrical signals that it can’t stand."
0081,Ultra Moon,"Perhaps because electrical lines are often buried these days, the number of Magnemite attacks on power plants has increased."
0081,Let's Go Pikachu / Let's Go Eevee,It is hatched with the ability to defy gravity. It floats while emitting powerful electromagnetic waves.
0081,Sword,"At times, Magnemite runs out of electricity and ends up on the ground. If you give batteries to a grounded Magnemite, it’ll start moving again."
0081,Shield,"It subsists on electricity. As Magnemite flies, it emits electromagnetic waves from the units on each side of its body."
0081,Brilliant Diamond / Shining Pearl,The units at its sides generate electromagnetic waves that keep it airborne. It feeds on electricity.
0081,Legends: Arceus,"A bizarre Pokémon with but a single eye embedded in an iron sphere. I suspect this creature levitates due to the magnetism it emits from its arms, which resemble horseshoe-shaped magnets."
0081,Scarlet,"The electromagnetic waves emitted by the units at the sides of its head expel antigravity, which allows it to float."
0081,Violet,It moves while constantly hovering. It discharges electromagnetic waves and so on from the units at its sides.
0082,Red / Blue,Formed by several MAGNEMITEs linked together. They frequently appear when sunspots flare up.
0082,Yellow,"Generates strange radio signals. It raises the temperature by 3.6F degrees within 3,300 feet."
0082,Gold,Three MAGNEMITE are linked by a strong magnetic force. Earaches will occur if you get too close.
0082,Silver,"The MAGNEMITE are united by a magnetism so powerful, it dries all moisture in its vicinities."
0082,Crystal,"When many MAGNETON gather together, the resulting magnetic storm disrupts radio waves."
0082,Ruby,"MAGNETON emits a powerful magnetic force that is fatal to mechanical devices. As a result, large cities sound sirens to warn citizens of large-scale outbreaks of this POKéMON."
0082,Sapphire,"MAGNETON emits a powerful magnetic force that is fatal to electronics and precision instruments. Because of this, it is said that some towns warn people to keep this POKéMON inside a POKé BALL."
0082,FireRed,A linked cluster formed of several MAGNEMITE. It discharges powerful magnetic waves at high voltage.
0082,LeafGreen,Formed by several MAGNEMITE linked together. They frequently appear when sunspots flare up.
0082,Emerald,"It is actually three MAGNEMITE linked by magnetism. It generates powerful radio waves that raise temperatures by 3.6 degrees F within a 3,300-foot radius."
0082,Diamond / Pearl,It is actually three MAGNEMITE linked by magnetism. A group can set off a magnetic storm.
0082,Platinum,Many mysteriously appear when more sunspots dot the sun. They stop TV sets from displaying properly.
0082,HeartGold,Three MAGNEMITE are linked by a strong magnetic force. Earaches will occur if you get too close.
0082,SoulSilver,"The MAGNEMITE are united by a magnetism so powerful, it dries all moisture in its vicinity."
0082,Black / White,Many mysteriously appear when more sunspots dot the sun. They stop TV sets from displaying properly.
0082,Black 2 / White 2,The stronger electromagnetic waves from the three linked Magnemite are enough to dry out surrounding moisture.
0082,X,A linked cluster formed of several Magnemite. It discharges powerful magnetic waves at high voltage.
0082,Y,"Generates strange radio signals. It raises the temperature by 3.6 degrees Fahrenheit within 3,300 feet."
0082,Omega Ruby,"Magneton emits a powerful magnetic force that is fatal to mechanical devices. As a result, large cities sound sirens to warn citizens of large-scale outbreaks of this Pokémon."
0082,Alpha Sapphire,"Magneton emits a powerful magnetic force that is fatal to electronics and precision instruments. Because of this, it is said that some towns warn people to keep this Pokémon inside a Poké Ball."
0082,Sun,"When three Magnemite link together, their brains also become one. They do not become three times more intelligent."
0082,Moon,"It has about three times the electrical power of Magnemite. For some reason, outbreaks of this Pokémon happen when lots of sunspots appear."
0082,Ultra Sun,"Delicate equipment can malfunction in areas inhabited by Magneton, which send out mysterious electrical signals."
0082,Ultra Moon,"When rain clouds form, many Magneton gather in high places to wait for lightning to strike."
0082,Let's Go Pikachu / Let's Go Eevee,"Generates strange radio signals. It raises the temperature by 3.6 degrees Fahrenheit within 3,300 feet."
0082,Sword,This Pokémon is three Magnemite that have linked together. Magneton sends out powerful radio waves to study its surroundings.
0082,Shield,This Pokémon is constantly putting out a powerful magnetic force. Most computers go haywire when a Magneton approaches.
0082,Brilliant Diamond / Shining Pearl,A Magneton is actually three Magnemite linked by magnetism. A group of these Pokémon can set off a magnetic storm.
0082,Legends: Arceus,"Three Magnemite gathered to evolve into this Pokémon. The source of much vexation on my part, as its powerful magnetism destroys my research equipment."
0082,Scarlet,Three Magnemite are linked by a strong magnetic force. Earaches will occur if you get too close.
0082,Violet,They’re formed by several Magnemite linked together. They frequently appear when sunspots flare up.
0083,Red / Blue,The sprig of green onions it holds is its weapon. It is used much like a metal sword.
0083,Yellow,"Lives where reedy plants grow. They are rarely seen, so it’s thought their numbers are decreasing."
0083,Gold,"If anyone tries to disturb where the essential plant sticks grow, it uses its own stick to thwart them."
0083,Silver,"If it eats the plant stick it carries as emergency rations, it runs off in search of a new stick."
0083,Crystal,"In order to prevent their extinction, more people have made an effort to breed these POKéMON."
0083,Ruby / Sapphire,"FARFETCH’D is always seen with a stick from a plant of some sort. Apparently, there are good sticks and bad sticks. This POKéMON has been known to fight with others over sticks."
0083,FireRed,It always walks about with a plant stalk clamped in its beak. The stalk is used for building its nest.
0083,LeafGreen,The plant stalk it holds is its weapon. The stalk is used like a sword to cut all sorts of things.
0083,Emerald,"It is always seen with a stick from a plant. Apparently, there are good sticks and bad sticks. This POKéMON occasionally fights with others over choice sticks."
0083,Diamond / Pearl / Platinum,It can’t live without the stalk it holds. That’s why it defends the stalk from attackers with its life.
0083,HeartGold,"If anyone tries to disturb where the essential plant stalks grow, it uses its own stalk to thwart them."
0083,SoulSilver,"If it eats the plant stalk it carries as emergency rations, it runs off in search of a new stalk."
0083,Black / White / Black 2 / White 2,It can’t live without the stalk it holds. That’s why it defends the stalk from attackers with its life.
0083,X,The plant stalk it holds is its weapon. The stalk is used like a sword to cut all sorts of things.
0083,Y,It always walks about with a plant stalk clamped in its beak. The stalk is used for building its nest.
0083,Omega Ruby / Alpha Sapphire,"Farfetch’d is always seen with a stalk from a plant of some sort. Apparently, there are good stalks and bad stalks. This Pokémon has been known to fight with others over stalks."
0083,Let's Go Pikachu / Let's Go Eevee,"They live where reedy plants grow. Farfetch’d are rarely seen, so it’s thought their numbers are decreasing."
0083,Sword,"The stalk this Pokémon carries in its wings serves as a sword to cut down opponents. In a dire situation, the stalk can also serve as food."
0083,Shield,"They use a plant stalk as a weapon, but not all of them use it in the same way. Several distinct styles of stalk fighting have been observed."
0083,Brilliant Diamond / Shining Pearl,It can’t live without the stalk it holds. That’s why it defends the stalk from attackers with its life.
0084,Red / Blue,A bird that makes up for its poor flying with its fast foot speed. Leaves giant footprints.
0084,Yellow,"Its short wings make flying difficult. Instead, this POKéMON runs at high speed on developed legs."
0084,Gold,"By alternately raising and lowering its two heads, it balances itself to be more stable while running."
0084,Silver,"It races through grassy plains with powerful strides, leaving footprints up to four inches deep."
0084,Crystal,"It lives on a grassy plain where it can see a long way. If it sees an enemy, it runs away at 60 mph."
0084,Ruby,"DODUO’s two heads never sleep at the same time. Its two heads take turns sleeping, so one head can always keep watch for enemies while the other one sleeps."
0084,Sapphire,"DODUO’s two heads contain completely identical brains. A scientific study reported that on rare occasions, there will be examples of this POKéMON possessing different sets of brains."
0084,FireRed,A two-headed POKéMON that was discovered as a sudden mutation. It runs at a pace of over 60 miles per hour.
0084,LeafGreen,A bird that makes up for its poor flying with its fast foot speed. Leaves giant footprints.
0084,Emerald,"Even while eating or sleeping, one of the heads remains always vigilant for any sign of danger. When threatened, it flees at over 60 miles per hour."
0084,Diamond / Pearl / Platinum,The brains in its two heads appear to communicate emotions to each other with a telepathic power.
0084,HeartGold,"By alternately raising and lowering its two heads, it balances itself to be more stable while running."
0084,SoulSilver,"It races through grassy plains with powerful strides, leaving footprints up to four inches deep."
0084,Black / White / Black 2 / White 2,The brains in its two heads appear to communicate emotions to each other with a telepathic power.
0084,X,A two-headed Pokémon that was discovered as a sudden mutation. It runs at a pace of over 60 miles per hour.
0084,Y,The brains in its two heads appear to communicate emotions to each other with a telepathic power.
0084,Omega Ruby,"Doduo’s two heads never sleep at the same time. Its two heads take turns sleeping, so one head can always keep watch for enemies while the other one sleeps."
0084,Alpha Sapphire,"Doduo’s two heads contain completely identical brains. A scientific study reported that on rare occasions, there will be examples of this Pokémon possessing different sets of brains."
0084,Let's Go Pikachu / Let's Go Eevee,"Its short wings make flying difficult. Instead, this Pokémon runs at high speed on developed legs."
0084,Brilliant Diamond / Shining Pearl,The brains in its two heads appear to communicate emotions to each other with a telepathic power.
0085,Red / Blue,"Uses its three brains to execute complex plans. While two heads sleep, one head stays awake."
0085,Yellow,One of DODUO’s 2 heads splits to form a unique species. It runs close to 40 MPH in prairies.
0085,Gold,"It collects data and plans three times as wisely, but it may think too much and become immobilized."
0085,Silver,"If one of the heads gets to eat, the others will be satisfied, too, and they will stop squabbling."
0085,Crystal,An enemy that takes its eyes off any of the three heads--even for a second--will get pecked severely.
0085,Ruby,Watch out if DODRIO’s three heads are looking in three separate directions. It’s a sure sign that it is on its guard. Don’t go near this POKéMON if it’s being wary - it may decide to peck you.
0085,Sapphire,"Apparently, the heads aren’t the only parts of the body that DODRIO has three of. It has three sets of hearts and lungs as well, so it is capable of running long distances without rest."
0085,FireRed,"An odd species that is rarely found. The three heads respectively represent joy, sadness, and anger."
0085,LeafGreen,"Uses its three brains to execute complex plans. While two heads sleep, one head is said to stay awake."
0085,Emerald,A peculiar POKéMON species with three heads. It vigorously races across grassy plains even in arid seasons with little rainfall.
0085,Diamond / Pearl / Platinum,"When DODUO evolves into this odd breed, one of its heads splits into two. It runs at nearly 40 mph."
0085,HeartGold,"It collects data and plans three times as wisely, but it may think too much and fall into a state of immobility."
0085,SoulSilver,"If one of the heads gets to eat, the others will be satisfied, too, and they will stop squabbling."
0085,Black / White / Black 2 / White 2,"When Doduo evolves into this odd breed, one of its heads splits into two. It runs at nearly 40 mph."
0085,X,An enemy that takes its eyes off any of the three heads--even for a second--will get pecked severely.
0085,Y,"An odd species that is rarely found. The three heads respectively represent joy, sadness, and anger."
0085,Omega Ruby,Watch out if Dodrio’s three heads are looking in three separate directions. It’s a sure sign that it is on its guard. Don’t go near this Pokémon if it’s being wary—it may decide to peck you.
0085,Alpha Sapphire,"Apparently, the heads aren’t the only parts of the body that Dodrio has three of. It has three sets of hearts and lungs as well, so it is capable of running long distances without rest."
0085,Let's Go Pikachu / Let's Go Eevee,One of Doduo’s two heads splits to form a unique species. It runs close to 40 mph in prairies.
